"Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-author score","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Parameters","Primary Interaction Type","Publication DB","Publication ID","ScoreAverage","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) P78527","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) P78527","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"figure legend:Supplementary Table 1 and 3|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Bisson et al. (2011)","spoke expansion","MI:1060",,"0.35","2011/06/09","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606","EBI-3964621","association","P62993 (EBI-3964621) P61981","false","","association","imex|pubmed","IM-15417|21706016",,"false","EBI-3964621","P62993 (EBI-3964621) P61981","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2011/07/19","intact","MI:0469"
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) P68431","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) P68431","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"figure legend:Supplementary Table 1 and 3|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Bisson et al. (2011)","spoke expansion","MI:1060",,"0.35","2011/06/09","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606","EBI-3964621","association","P62993 (EBI-3964621) P62258","false","","association","imex|pubmed","IM-15417|21706016",,"false","EBI-3964621","P62993 (EBI-3964621) P62258","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2011/07/19","intact","MI:0469"
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) Q9Y265","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) Q9Y265","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) Q04837","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) Q04837","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) Q9Y2W1","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) Q9Y2W1","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) P26196","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) P26196","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) P43243","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) P43243","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) Q16576","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) Q16576","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"figure legend:Fig. 2, 3 and Supplementary table 5.|comment:The IPI numbers IPI00220991, IPI00514550 and IPI00428056 for respectively AP2B1, dnm2 and fus were not pointing to existing UniProtKB/Swiss-Prot entries for these proteins. The UniProtKB/Swiss-Prot ID was deduced from the gene name given by the author and confirmed by a blast.|delivery-method:P62993 transformation|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|dataset:Cancer - Interactions investigated in the context of cancer|full coverage:Only protein-protein interactions|curation depth:imex curation","Marc et al. (2009)","spoke expansion","MI:1060",,"0.35","2010/03/12","tandem affinity purification","MI:0676","human-k_562|Homo sapiens myeloid leukemia cells.","9606","EBI-2615054","association","P62993 (EBI-2615054) Q14204","false","","association","pubmed|imex","19380743|IM-20432",,"false","EBI-2615054","P62993 (EBI-2615054) Q14204","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2010/03/23","",""
"figure legend:\Table S2, data supplied by author and data available from http://129.100.30.140/PATS.htm\|full coverage:Only protein-protein interactions|curation depth:imex curation","Wu et al. (2007)","","",,"0.4","2008/01/03","peptide array","MI:0081","in vitro|In vitro","-1","EBI-1964902","physical association","P62993 (EBI-1964902) O15371","false","","physical association","imex|pubmed|mint","IM-11903|17474147|MINT-8109998",,"false","EBI-1964902","P62993 (EBI-1964902) O15371","unspecified role","MI:0499","psi-mi","prey","MI:0498","tag visualisation by fluorescence","MI:0867","unspecified role","MI:0499","bait","MI:0496","tag visualisation by fluorescence","MI:0867","2008/09/22","intact","MI:0469"
"comment:\Protein corresponding to GI|1655394, GI|1854919, GI|1460299 and GI|1743816  also involved in the interaction.  SH2 domain (AA 59-158) IPR000980 of GRB2 was fused to GST beads.\|caution:\The participant EBI-351158(P09493) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:[EBI-310783] The protein has been merged with EBI-310758 so the duplicated interactor has been deleted from this interaction.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Blagoev et al. (2003)","spoke expansion","MI:1060",,"0.35","2004/03/03","pull down","MI:0096","in vitro|In vitro","-1","EBI-350217","association","P62993 (EBI-350217) P55084","false","","association","pubmed|mint","12577067|MINT-5216105",,"false","EBI-350217","P62993 (EBI-350217) P55084","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2009/03/09","",""
"figure legend:Supplementary Table 1 and 3|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Bisson et al. (2011)","spoke expansion","MI:1060",,"0.35","2011/06/09","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606","EBI-3964621","association","P62993 (EBI-3964621) Q9P035","false","","association","imex|pubmed","IM-15417|21706016",,"false","EBI-3964621","P62993 (EBI-3964621) Q9P035","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2011/07/19","intact","MI:0469"
